,Airport,Type,City,Country,IATA,ICAO,FAA
31,Taitung,Medium airport,Taitung City,Taiwan,TTT,RCFN,
32,Saniat R'mel,Medium airport,Tétouan,Morocco,TTU,GMTN,
33,Tissa Tank Waterdrome,Seaplane base,Tissamaharama,Sri Lanka,TTW,,
34,Truscott-Mungalalu,Small airport,Anjo Peninsula,Australia,TTX,YTST,
35,Teniente Coronel Luis a Mantilla,Medium airport,Tulcán,Ecuador,TUA,SETU,
36,Tubuai,Medium airport,,French Polynesia,TUB,NTAT,
37,Teniente Benjamin Matienzo,Medium airport,San Miguel de Tucumán,Argentina,TUC,SANT,
38,Tambacounda,Medium airport,Tambacounda,Senegal,TUD,GOTT,
39,TupileClosed,Closed,Isla Tupile,Panama,TUE,,
40,Tours-Val-de-Loire,Medium airport,Tours/Val de Loire (Loire Valley),France,TUF,LFOT,
41,Tuguegarao,Medium airport,Tuguegarao City,Philippines,TUG,RPUT,
42,Arnold Air Force Base,Small airport,Tullahoma,United States,TUH,KAYX,AYX
43,Turaif Domestic,Medium airport,Turaif,Saudi Arabia,TUI,OETR,
44,TumClosed,Closed,Tum,Ethiopia,TUJ,,
45,Turbat International,Medium airport,Turbat,Pakistan,TUK,OPTU,
46,Tulsa International,Large airport,Tulsa,United States,TUL,KTUL,TUL
47,Tumut,Medium airport,,Australia,TUM,YTMU,
48,Tunis Carthage International,Large airport,Tunis,Tunisia,TUN,DTTA,
49,Taupo,Medium airport,Taupo,New Zealand,TUO,NZAP,
50,Tupelo Regional,Medium airport,Tupelo,United States,TUP,KTUP,TUP
51,Tougan,Small airport,Tougan,Burkina Faso,TUQ,DFOT,
52,Tucuruí,Medium airport,Tucuruí,Brazil,TUR,SBTU,
53,Tucson International,Large airport,Tucson,United States,TUS,KTUS,TUS
54,TautaClosed,Closed,Tauta,Papua New Guinea,TUT,,
55,Tabuk,Medium airport,Tabuk,Saudi Arabia,TUU,OETB,
56,Tucupita,Medium airport,Tucupita,Venezuela,TUV,SVTC,
57,TubalaClosed,Closed,Tubala,Panama,TUW,,
58,Tumbler Ridge,Small airport,Tumbler Ridge,Canada,TUX,CBX7,
59,Tulum Naval Air Station,Small airport,Tulum,Mexico,TUY,MMTU,
60,TucumãClosed,Closed,Tucumã,Brazil,TUZ,,
61,Morafenobe,Small airport,Morafenobe,Madagascar,TVA,FMMR,
62,Cherry Capital,Medium airport,Traverse City,United States,TVC,KTVC,TVC
63,Thief River Falls Regional,Small airport,Thief River Falls,United States,TVF,KTVF,TVF
64,Thomasville Regional,Small airport,Thomasville,United States,TVI,KTVI,TVI
65,Lake Tahoe,Medium airport,South Lake Tahoe,United States,TVL,KTVL,TVL
66,Tangshan Sannühe,Small airport,Tangshan,China,TVS,ZBTS,
67,Matei,Small airport,Matei,Fiji,TVU,NFNM,
68,Dawei,Medium airport,Dawei,Burma,TVY,VYDW,
69,Twin Hills,Small airport,Twin Hills,United States,TWA,A63,A63
70,Toowoomba,Medium airport,,Australia,TWB,YTWB,
71,Jefferson County International,Small airport,Port Townsend,United States,TWD,K0S9,0S9
72,Taylor,Small airport,Taylor,United States,TWE,AK49,AK49
73,Joslin Field Magic Valley Regional,Medium airport,Twin Falls,United States,TWF,KTWF,TWF
74,Two Harbors Amphibious TerminalClosed,Closed,Two Harbors,United States,TWH,,
75,TewantinClosed,Closed,Tewantin,Australia,TWN,,
76,Torwood,Small airport,Torwood,Australia,TWP,,
77,TawitawiClosed,Closed,Tawitawi,Philippines,TWT,,
78,Tawau,Medium airport,Tawau,Malaysia,TWU,WBKW,
79,Tawa,Small airport,Tawa,Papua New Guinea,TWY,AYTW,
80,Pukaki,Medium airport,Twitzel,New Zealand,TWZ,NZUK,
81,9 de Maio - Teixeira de Freitas,Small airport,Teixeira De Freitas,Brazil,TXF,SNTF,
82,Taichung,Small airport,Taichung City,Taiwan,TXG,RCLG,
83,Texarkana Regional Webb Field,Medium airport,Texarkana,United States,TXK,KTXK,TXK
84,Berlin-TegelClosed,Closed,Berlin,Germany,TXL,EDDT,
85,Teminabuan,Small airport,Atinjoe-Papua Island,Indonesia,TXM,WAST,
86,Tunxi International,Medium airport,Huangshan,China,TXN,ZSTX,
87,Tanbar,Small airport,Tanbar Station,Australia,TXR,YTNB,
88,Tabou,Small airport,Tabou,Côte d'Ivoire,TXU,DITB,
89,Klokovo Airfield,Small airport,Tula,Russia,TYA,UUBT,
90,Tibooburra,Medium airport,,Australia,TYB,YTIB,
91,Tynda,Small airport,Tynda,Russia,TYD,UHBW,
92,Tyonek,Small airport,Tyonek,United States,TYE,TYE,TYE
93,Torsby,Medium airport,,Sweden,TYF,ESST,
94,Thylungra,Small airport,,Australia,TYG,YTHY,
95,Capitan Montes,Medium airport,Talara,Perú,TYL,SPYL,
96,Staniel Cay,Medium airport,,Bahamas,TYM,MYES,
97,Taiyuan Wusu,Large airport,Taiyuan,China,TYN,ZBYN,
98,Tobermorey,Small airport,Tobermorey,Australia,TYP,YTMY,
99,Tyler Pounds Regional,Medium airport,Tyler,United States,TYR,KTYR,TYR
0,McGhee Tyson,Large airport,Knoxville,United States,TYS,KTYS,TYS
1,Treinta y Tres,Small airport,Treinta y Tres,Uruguay,TYT,SUTR,
2,Belize City Municipal,Medium airport,Belize City,Belize,TZA,,
3,Tuscola Area,Small airport,Caro,United States,TZC,KCFS,CFS
4,Tuzla International,Medium airport,Tuzla,Bosnia and Herzegovina,TZL,LQTZ,
5,Cupul,Small airport,Tizimin,Mexico,TZM,MM72,
6,South AndrosClosed,Closed,South Andros,Bahamas,TZN,,
7,Taszár Air Base,Medium airport,Taszár,Hungary,TZR,LHTA,
8,Trabzon International,Large airport,Trabzon,Turkey,TZX,LTCG,
0,İncirlik Air Base,Medium airport,Adana,Turkey,UAB,LTAG,
1,San Luis Río Colorado,Small airport,San Luis Río Colorado,Mexico,UAC,,
2,Mount Aue,Small airport,,Papua New Guinea,UAE,AYAE,
3,Ua Huka,Small airport,Ua Huka,French Polynesia,UAH,NTMU,
4,Suai,Medium airport,Suai,Timor-Leste,UAI,WPDB,
5,Narsarsuaq,Medium airport,Narsarsuaq,Greenland,UAK,BGBW,
6,Luau,Small airport,Luau,Angola,UAL,FNUA,
7,Andersen Air Force Base,Medium airport,"Andersen, Mariana Island",Guam,UAM,PGUA,UAM
8,Ua Pou,Small airport,Ua Pou,French Polynesia,UAP,NTMP,
9,Domingo Faustino Sarmiento,Medium airport,San Juan,Argentina,UAQ,SANU,
10,Bouarfa,Medium airport,Bouarfa,Morocco,UAR,GMFB,
11,Samburu South,Small airport,Samburu South,Kenya,UAS,HKSB,
12,Uaxactun,Small airport,Uaxactun,Guatemala,UAX,MGUX,
13,Mário de Almeida Franco,Medium airport,Uberaba,Brazil,UBA,SBUR,
14,Mabuiag Island,Small airport,Mabuiag Island,Australia,UBB,YMAA,
15,Buin,Small airport,Buin,Papua New Guinea,UBI,AYUI,
16,Yamaguchi Ube,Medium airport,Ube,Japan,UBJ,RJDC,
17,Ubon Ratchathani,Medium airport,Ubon Ratchathani,Thailand,UBP,VTUU,
18,Ubrub,Small airport,Ubrub-Papua Island,Indonesia,UBR,WAJU,
19,Columbus Lowndes County,Small airport,Columbus,United States,UBS,KUBS,UBS
20,Ubatuba,Small airport,Ubatuba,Brazil,UBT,SDUB,
21,Kalumburu,Small airport,,Australia,UBU,YKAL,
22,Oneida CountyClosed,Closed,Utica,United States,UCA,KUCA,
23,Yucca Airstrip,Small airport,Mercury,United States,UCC,NV11,NV11
24,Eunice,Small airport,Eunice,United States,UCE,4R7,4R7
25,Lutsk,Small airport,Lutsk,Ukraine,UCK,UKLC,
26,Ukhta,Medium airport,Ukhta,Russia,UCT,UUYH,
27,Everett-Stewart Regional,Small airport,Union City,United States,UCY,KUCY,UCY
28,Uchiza,Small airport,Uchiza,Perú,UCZ,SPIZ,
29,Undara,Small airport,,Australia,UDA,YUDA,
30,Bermuda Dunes,Small airport,Palm Springs,United States,UDD,KUDD,UDD
31,Volkel Air Base,Medium airport,Uden,Netherlands,UDE,EHVK,
32,Ten. Cel. Aviador César Bombonato,Medium airport,Uberlândia,Brazil,UDI,SBUL,
33,Uzhhorod International,Medium airport,Uzhhorod,Ukraine,UDJ,UKLU,
34,Udine-Campoformido Air Base,Small airport,Udine,Italy,UDN,LIPD,
35,UdomxayClosed,Closed,Udomxay,Laos,UDO,,
36,Maharana Pratap,Medium airport,Udaipur,India,UDR,VAUD,
37,Queenstown,Small airport,,Australia,UEE,YQNS,
38,Quelimane,Medium airport,Quelimane,Mozambique,UEL,FQQL,
39,Urengoy,Small airport,Urengoy,Russia,UEN,USDU,
40,Kumejima,Medium airport,,Japan,UEO,ROKJ,
41,Waukesha County,Small airport,Waukesha,United States,UES,KUES,UES
42,Quetta International,Medium airport,Quetta,Pakistan,UET,OPQT,
43,Ufa International,Large airport,Ufa,Russia,UFA,UWUU,
44,Bulgan,Medium airport,Bulgan,Mongolia,UGA,ZMBN,
45,Ugashik Bay,Small airport,Pilot Point,United States,UGB,UGB,UGB
46,Urgench,Medium airport,Urgench,Uzbekistan,UGC,UTNU,
47,San Juan /Uganik/ Seaplane BaseClosed,Closed,San Juan,United States,UGI,,
48,Waukegan National,Small airport,Chicago/Waukegan,United States,UGN,KUGN,UGN
49,Uige,Medium airport,Uige,Angola,UGO,FNUG,
50,Bulagtai Resort,Small airport,Umnugobitour,Mongolia,UGT,ZMBR,
51,Bilogai-Sugapa,Medium airport,Sugapa-Papua Island,Indonesia,UGU,WABV,
52,Kunovice,Medium airport,Uherské Hradiště,Czechia,UHE,LKKU,
53,RAF Upper HeyfordClosed,Closed,Upper Heyford,United Kingdom,UHF,EGUA,
54,El Caraño,Medium airport,Quibdó,Colombia,UIB,SKUI,
55,Phu Cat,Medium airport,Quy Nohn,Vietnam,UIH,VVPC,
56,Utila,Small airport,Utila Island,Honduras,UII,MHUT,
57,Ust-Ilimsk,Small airport,Ust-Ilimsk,Russia,UIK,UIBS,
58,Quillayute,Small airport,Quillayute,United States,UIL,KUIL,UIL
59,Quincy Regional Baldwin Field,Medium airport,Quincy,United States,UIN,KUIN,UIN
60,Mariscal Sucre International,Large airport,Quito,Ecuador,UIO,SEQM,
61,Quimper-Cornouaille,Medium airport,Quimper/Pluguffan,France,UIP,LFRQ,
62,Quion Hill,Small airport,Quion Hill,Vanuatu,UIQ,NVVQ,
63,Quirindi,Small airport,,Australia,UIR,YQDI,
64,Jaluit,Small airport,Jabor Jaluit Atoll,Marshall Islands,UIT,,
65,Berz-MacombClosed,Closed,,United States,UIZ,KUIZ,
66,Ujae Atoll,Small airport,Ujae Atoll,Marshall Islands,UJE,UJAP,
67,Uljin,Small airport,"Bongsan-ri, Uljin",South Korea,UJN,RKTL,
68,Ukunda Airstrip,Small airport,Ukunda,Kenya,UKA,HKUK,
69,Kobe,Medium airport,Kobe,Japan,UKB,RJBE,
70,Ust-Kuyga,Small airport,Ust-Kuyga,Russia,UKG,UEBT,
71,Mukhaizna,Small airport,Mukhaizna Oil Field,Oman,UKH,,
72,Ukiah Municipal,Medium airport,Ukiah,United States,UKI,KUKI,UKI
73,Ust-Kamennogorsk,Medium airport,Ust Kamenogorsk,Kazakhstan,UKK,UASK,
74,Waukon Municipal,Small airport,Waukon,United States,UKN,Y01,Y01
75,Mukeiras,Small airport,Mukayras,Yemen,UKR,OYMS,
76,Belbek,Medium airport,Sevastopol,Ukraine,UKS,UKFB,
77,QuakertownClosed,Closed,Quakertown,United States,UKT,,
78,Quakertown,Small airport,Quakertown,United States,UKT,KUKT,UKT
79,Nuku,Small airport,Nuku,Papua New Guinea,UKU,AYNU,
80,Ust-Kut,Medium airport,Ust-Kut,Russia,UKX,UITT,
81,KansaiClosed,Closed,Kyoto,Japan,UKY,,
82,Capitan D Daniel Vazquez,Medium airport,San Julian,Argentina,ULA,SAWJ,
83,Uléi,Small airport,Ambryn Island,Vanuatu,ULB,NVSU,
84,Los CerrillosClosed,Closed,Santiago,Chile,ULC,SCTI,
85,Prince Mangosuthu Buthelezi,Medium airport,Ulundi,South Africa,ULD,FAUL,
86,Sule,Small airport,Sule,Papua New Guinea,ULE,,
87,Majeed Bin Abdulaziz,Medium airport,Al Ula,Saudi Arabia,ULH,OEAO,
88,Ulithi,Small airport,Falalop Island,Micronesia,ULI,,
89,Lensk,Medium airport,Lensk,Russia,ULK,UERL,
90,Glenforsa Airfield,Small airport,Glenforsa,United Kingdom,ULL,,
91,New Ulm Municipal,Small airport,New Ulm,United States,ULM,KULM,ULM
92,Chinggis Khaan International,Medium airport,Ulan Bator,Mongolia,ULN,ZMUB,
93,Ulaangom,Small airport,Ulaangom,Mongolia,ULO,ZMUG,
94,Quilpie,Medium airport,,Australia,ULP,YQLP,
95,Heriberto Gíl Martínez,Medium airport,Tuluá,Colombia,ULQ,SKUL,
96,MulatosClosed,Closed,Mulatos,Colombia,ULS,,
97,Gulu,Medium airport,Gulu,Uganda,ULU,HUGU,
98,Ulyanovsk Baratayevka,Medium airport,Ulyanovsk,Russia,ULV,UWLL,
99,Ulusaba,Small airport,Ulusaba,South Africa,ULX,FAUS,
0,Ulyanovsk East,Medium airport,Ulyanovsk,Russia,ULY,UWLW,
1,Donoi,Small airport,Uliastai,Mongolia,ULZ,ZMDN,
2,Punta de Maisi,Small airport,Maisi,Cuba,UMA,MUMA,
3,North ShoreClosed,Closed,Umnak Island,United States,UMB,,
4,Umba,Small airport,Umba,Papua New Guinea,UMC,AYUC,
5,Uummannaq,Heliport,Uummannaq,Greenland,UMD,BGUM,
6,Umeå,Medium airport,Umeå,Sweden,UME,ESNU,
7,Quince Air Base,Small airport,Quince Mil,Perú,UMI,SPIL,
8,Summit,Small airport,Summit,United States,UMM,PAST,UMM
9,Woomera Airfield,Small airport,Woomera,Australia,UMR,YPWR,
10,Ust-Maya,Small airport,Ust-Maya,Russia,UMS,UEMU,
11,Umiat,Small airport,Umiat,United States,UMT,PAUM,UMT
12,Umuarama,Small airport,Umuarama,Brazil,UMU,SSUM,
13,Sumy,Small airport,Sumy,Ukraine,UMY,UKHS,
14,Hotel Transamérica,Small airport,Una,Brazil,UNA,SBTC,
15,Unguia,Small airport,Arquia,Colombia,UNC,,
16,Konduz,Medium airport,,Afghanistan,UND,OAUZ,
17,Qacha's Nek,Small airport,Qacha's Nek,Lesotho,UNE,FXQN,
18,Kiunga,Small airport,Kiunga,Papua New Guinea,UNG,AYKI,
19,Union Island International,Medium airport,Union Island,Saint Vincent and the Grenadines,UNI,TVSU,
20,Unalakleet,Small airport,Unalakleet,United States,UNK,PAUN,UNK
21,Ranong,Medium airport,,Thailand,UNN,VTSR,
22,Öndörkhaan,Small airport,Öndörkhaan,Mongolia,UNR,ZUMH,
23,UmnakClosed,Closed,Umnak Island,United States,UNS,,
24,Unst,Small airport,Shetland Islands,United Kingdom,UNT,EGPW,
25,Dodge County,Small airport,Juneau,United States,UNU,KUNU,UNU
26,Mururoa Atoll,Small airport,Mururoa Atoll,French Polynesia,UOA,NTTX,
27,Buol,Small airport,Buol-Celebes Island,Indonesia,UOL,WAMY,
28,Muong SaiClosed,Closed,Muong Sai,Laos,UON,,
29,Franklin County,Small airport,Sewanee,United States,UOS,KUOS,UOS
30,University Oxford,Medium airport,Oxford,United States,UOX,KUOX,UOX
31,Playa Baracoa,Medium airport,Havana,Cuba,UPB,MUPB,
32,Puerto La CruzClosed,Closed,Puerto La Cruz,Venezuela,UPC,,
33,Hasanuddin International,Large airport,Ujung Pandang-Celebes Island,Indonesia,UPG,WAAA,
34,Upernavik Kujalleq,Heliport,Upernavik Kujalleq,Greenland,UPK,BGKL,
35,Upala,Medium airport,Upala,Costa Rica,UPL,MRUP,
36,Licenciado y General Ignacio Lopez Rayon,Medium airport,,Mexico,UPN,MMPN,
37,Upolu,Medium airport,Hawi,United States,UPP,PHUP,UPP
38,Upiara,Small airport,Upiara,Papua New Guinea,UPR,AYUR,
39,Upavon Aerodrome,Small airport,Upavon,United Kingdom,UPV,EGDJ,
40,QueenClosed,Closed,Queen,United States,UQE,,
41,Uralsk,Medium airport,Uralsk,Kazakhstan,URA,UARR,
42,UrubupungaClosed,Closed,Castilho,Brazil,URB,,
43,Ürümqi Diwopu International,Large airport,Ürümqi,China,URC,ZWWW,
44,Burg Feuerstein,Small airport,Ebermannstadt,Germany,URD,EDQE,
45,Kuressaare,Medium airport,Kuressaare,Estonia,URE,EEKE,
46,Rubem Berta,Medium airport,Uruguaiana,Brazil,URG,SBUG,
47,Uribe,Small airport,Uribe,Colombia,URI,,
48,Uray,Medium airport,Uray,Russia,URJ,USHU,
49,Uriman,Small airport,,Venezuela,URM,SVUM,
50,Urgun,Small airport,Urgun,Afghanistan,URN,OAOG,
51,Rouen,Medium airport,Rouen/Vallée de Seine,France,URO,LFOP,
52,Urrao,Small airport,Urrao,Colombia,URR,SKUR,
53,Kursk East,Medium airport,Kursk,Russia,URS,UUOK,
54,Surat Thani,Medium airport,Surat Thani,Thailand,URT,VTSB,
55,Uroubi,Small airport,Uroubi,Papua New Guinea,URU,AYUE,
56,Gurayat Domestic,Medium airport,Gurayat,Saudi Arabia,URY,OEGT,
57,Orūzgān,Small airport,Orūzgān,Afghanistan,URZ,OARG,
58,Concord Regional,Small airport,Concord,United States,USA,KJQF,JQF
59,Malvinas Argentinas,Medium airport,Ushuahia,Argentina,USH,SAWH,
60,Mabaruma,Small airport,Mabaruma,Guyana,USI,SYMB,
61,Usinsk,Medium airport,Usinsk,Russia,USK,UUYS,
62,Useless Loop,Small airport,,Australia,USL,YUSL,
63,Samui,Medium airport,Na Thon (Ko Samui Island),Thailand,USM,VTSM,
64,Ulsan,Medium airport,Ulsan,South Korea,USN,RKPU,
65,UsinoClosed,Closed,Usino,Papua New Guinea,USO,,
66,Uşak,Small airport,Uşak,Turkey,USQ,LTBO,
67,Ust-Nera,Medium airport,Ust-Nera,Russia,USR,UEMT,
68,Sancti Spiritus,Small airport,Sancti Spiritus,Cuba,USS,MUSS,
69,Northeast Florida Regional,Small airport,St Augustine,United States,UST,KSGJ,SGJ
70,Francisco B. Reyes,Medium airport,Coron,Philippines,USU,RPVV,
71,Mutare,Small airport,Mutare,Zimbabwe,UTA,FVMU,
72,Muttaburra,Small airport,,Australia,UTB,YMTB,
73,Soesterberg Air BaseClosed,Closed,Soesterberg,Netherlands,UTC,EHSB,
74,Nutwood Downs,Small airport,Nutwood Downs,Australia,UTD,YNUT,
75,Bultfontein,Small airport,Bultfontein,South Africa,UTE,FABU,
76,Quthing,Small airport,Quthing,Lesotho,UTG,FXQG,
77,Udon Thani,Medium airport,Udon Thani,Thailand,UTH,VTUD,
78,Utti Air Base,Medium airport,Utti / Valkeala,Finland,UTI,EFUT,
79,Utirik,Small airport,Utirik Island,Marshall Islands,UTK,K03N,
80,TorremolinosClosed,Closed,Torremolinos,Spain,UTL,,
81,Tunica Municipal,Small airport,Tunica,United States,UTM,KUTA,UTA
82,Pierre Van Ryneveld,Medium airport,Upington,South Africa,UTN,FAUP,
83,Indian Mountain LRRS,Medium airport,Utopia Creek,United States,UTO,PAIM,UTO
84,U-Tapao International,Medium airport,Rayong,Thailand,UTP,VTBU,
85,Uttaradit,Small airport,Uttaradit,Thailand,UTR,VTPU,
86,Ust-Tsylma,Medium airport,Ust-Tsylma,Russia,UTS,UUYX,
87,K. D. Matanzima,Medium airport,Mthatha,South Africa,UTT,FAUT,
88,UstupoClosed,Closed,Ustupo,Panama,UTU,,
89,Queenstown,Medium airport,Queenstown,South Africa,UTW,FAQT,
90,Bugulma,Medium airport,Bugulma,Russia,UUA,UWKB,
91,Ulan-Ude (Mukhino),Medium airport,Ulan Ude,Russia,UUD,UIUU,
92,Ugnu-Kuparuk,Small airport,Kuparuk,United States,UUK,PAKU,UBW
93,Baruun Urt,Medium airport,,Mongolia,UUN,ZMBU,
94,Yuzhno-Sakhalinsk,Medium airport,Yuzhno-Sakhalinsk,Russia,UUS,UHSS,
95,ManumuClosed,Closed,Manumu,Papua New Guinea,UUU,,
96,Garner Field,Small airport,Uvalde,United States,UVA,KUVA,UVA
97,Ouvéa,Medium airport,Ouvéa,New Caledonia,UVE,NWWV,
98,Hewanorra International,Medium airport,Vieux Fort,Saint Lucia,UVF,TLPL,
99,El Kharga,Small airport,,Egypt,UVL,HEKG,
0,Uvol,Small airport,Uvol,Papua New Guinea,UVO,AYUZ,
1,Ware,Small airport,Ware,United States,UWA,MA53,MA53
2,Nyala,Small airport,Nyala,Sudan,UYL,HSNN,
3,Yulin Yuyang,Small airport,Yulin,China,UYN,ZLYL,
4,Uyuni,Small airport,Quijarro,Bolivia,UYU,SLUY,
5,Ponikve,Small airport,Užice,Serbia,UZC,LYUZ,
6,UnayzahClosed,Closed,Unayzah,Saudi Arabia,UZH,,
7,Curuzu Cuatia,Medium airport,Curuzu Cuatia,Argentina,UZU,SATU,
0,Vaasa,Medium airport,Vaasa,Finland,VAA,EFVA,
1,YavarateClosed,Closed,Yavarate,Colombia,VAB,,
2,Varrelbusch,Small airport,Cloppenburg,Germany,VAC,EDWU,
3,Moody Air Force Base,Medium airport,Valdosta,United States,VAD,KVAD,VAD
4,Valence-Chabeuil,Medium airport,Valence/Chabeuil,France,VAF,LFLU,
5,Major Brigadeiro Trompowsky,Medium airport,Varginha,Brazil,VAG,SBVG,
6,Capitán Av. Vidal Villagomez Toledo,Small airport,Vallegrande,Bolivia,VAH,SLVG,
7,Vanimo,Medium airport,Vanimo,Papua New Guinea,VAI,AYVN,
8,Chevak,Small airport,Chevak,United States,VAK,PAVA,VAK
9,Valença,Small airport,Valença,Brazil,VAL,SNVB,
10,Villa,Medium airport,Maamigili,Maldives,VAM,VRMV,
11,Van Ferit Melen,Medium airport,Van,Turkey,VAN,LTCI,
12,Suavanao,Small airport,Suavanao,Solomon Islands,VAO,AGGV,
13,Rodelillo,Small airport,Viña Del Mar,Chile,VAP,SCRD,
14,Varna,Large airport,Varna,Bulgaria,VAR,LBWN,
15,Sivas Nuri Demirağ,Small airport,Sivas,Turkey,VAS,LTAR,
16,Vatomandry,Small airport,Vatomandry,Madagascar,VAT,FMMY,
17,Vatukoula,Small airport,Vatukoula,Fiji,VAU,NFNV,
18,Vava'u International,Medium airport,Vava'u Island,Tonga,VAV,NFTV,
19,"Vardø, Svartnes",Medium airport,Vardø,Norway,VAW,ENSS,
20,Vandenberg Air Force Base,Large airport,Lompoc,United States,VBG,KVBG,VBG
21,Bokpyinn,Small airport,Bokpyinn,Burma,VBP,VYBP,
22,Brescia,Medium airport,Montichiari (BS),Italy,VBS,LIPO,
23,Vanua Balavu,Small airport,Vanua Balavu,Fiji,VBV,NFVB,
24,Visby,Medium airport,Visby,Sweden,VBY,ESSV,
25,Can Tho International,Medium airport,Can Tho,Vietnam,VCA,VVCT,
26,View CoveClosed,Closed,View Cove,United States,VCB,,
27,LimbeClosed,Closed,Limbe,Cameroon,VCC,,
28,Victoria River Downs,Small airport,,Australia,VCD,YVRD,
29,Venice Marco Polo,Large airport,Venice,Italy,VCE,LIPZ,
30,Valcheta,Small airport,Valcheta,Argentina,VCF,,
31,Vichadero,Small airport,Vichadero,Uruguay,VCH,SUVO,
32,Chu Lai International,Small airport,Dung Quat Bay,Vietnam,VCL,VVCA,
33,Viracopos International,Medium airport,Campinas,Brazil,VCP,SBKP,
34,Carora,Medium airport,Carora,Venezuela,VCR,SVCO,
35,Co Ong,Medium airport,Con Dao,Vietnam,VCS,VVCS,
36,Victoria Regional,Medium airport,Victoria,United States,VCT,KVCT,VCT
37,Southern California Logistics,Small airport,Victorville,United States,VCV,KVCV,VCV
38,Ovda International,Large airport,Eilat,Israel,VDA,LLOV,
39,Leirin,Medium airport,,Norway,VDB,ENFG,
40,Vitória da Conquista,Medium airport,Vitória Da Conquista,Brazil,VDC,SBQV,
41,Vienna Danubepier HovClosed,Closed,Vienna,Austria,VDD,,
42,Hierro,Medium airport,El Hierro Island,Spain,VDE,GCHI,
43,Dong Hoi,Medium airport,Dong Hoi,Vietnam,VDH,VVDH,
44,Vidalia Regional,Small airport,Vidalia,United States,VDI,KVDI,VDI
45,Gobernador Castello,Medium airport,Viedma / Carmen de Patagones,Argentina,VDM,SAVV,
46,Valle de La Pascua,Medium airport,,Venezuela,VDP,SVVP,
47,Villa Dolores,Medium airport,Villa Dolores,Argentina,VDR,SAOD,
48,Vadsø,Medium airport,Vadsø,Norway,VDS,ENVD,
49,Vijayanagar Aerodrome (JSW),Small airport,,India,VDY,VOJV,
50,Valdez Pioneer Field,Medium airport,Valdez,United States,VDZ,PAVD,VDZ
51,Venetie,Small airport,Venetie,United States,VEE,PAVE,VEE
52,MaikwakClosed,Closed,Maikwak,Guyana,VEG,,
53,VejleClosed,Closed,Vejle,Denmark,VEJ,,
54,Vernal Regional,Medium airport,Vernal,United States,VEL,KVEL,VEL
55,General Heriberto Jara International,Medium airport,Veracruz,Mexico,VER,MMVR,
56,Barakoma,Small airport,Barakoma,Solomon Islands,VEV,AGBA,
57,Tioga Municipal,Small airport,Tioga,United States,VEX,D60,D60
58,Vestmannaeyjar,Medium airport,Vestmannaeyjar,Iceland,VEY,BIVM,
59,Victoria Falls International,Medium airport,Victoria Falls,Zimbabwe,VFA,FVFA,
60,Vijayawada,Medium airport,,India,VGA,VOBZ,
61,Vologda,Medium airport,Vologda,Russia,VGD,ULWW,
62,VangriengClosed,Closed,Vangrieng,Laos,VGG,,
63,Vigo,Medium airport,Vigo,Spain,VGO,LEVX,
64,General Villegas,Small airport,General Villegas,Argentina,VGS,,
65,North Las Vegas,Medium airport,Las Vegas,United States,VGT,KVGT,VGT
66,Villa Garzón,Small airport,Villa Garzón,Colombia,VGZ,SKVG,
67,Saurimo,Medium airport,Saurimo,Angola,VHC,FNSA,
68,Vilhelmina,Medium airport,,Sweden,VHM,ESNV,
69,Culberson County,Small airport,Van Horn,United States,VHN,KVHN,VHN
